,CountryCode,question_code,question_label,answer,SUM(response),percent_all
723,Czech_Republic,b1_f,"In your opinion, how widespread is heterosexual partners holding hands in public in the country where you live?",Very rare,82.0,0.09
724,Czech_Republic,b1_f,"In your opinion, how widespread is heterosexual partners holding hands in public in the country where you live?",Don`t know,22.0,0.02
725,Germany,b1_f,"In your opinion, how widespread is heterosexual partners holding hands in public in the country where you live?",Very widespread,13512.0,14.52
726,Germany,b1_f,"In your opinion, how widespread is heterosexual partners holding hands in public in the country where you live?",Fairly widespread,4889.0,5.25
727,Germany,b1_f,"In your opinion, how widespread is heterosexual partners holding hands in public in the country where you live?",Fairly rare,962.0,1.03
728,Germany,b1_f,"In your opinion, how widespread is heterosexual partners holding hands in public in the country where you live?",Very rare,666.0,0.72
729,Germany,b1_f,"In your opinion, how widespread is heterosexual partners holding hands in public in the country where you live?",Don`t know,223.0,0.24
730,Denmark,b1_f,"In your opinion, how widespread is heterosexual partners holding hands in public in the country where you live?",Very widespread,1122.0,1.21
731,Denmark,b1_f,"In your opinion, how widespread is heterosexual partners holding hands in public in the country where you live?",Fairly widespread,381.0,0.41
732,Denmark,b1_f,"In your opinion, how widespread is heterosexual partners holding hands in public in the country where you live?",Fairly rare,76.0,0.08
733,Denmark,b1_f,"In your opinion, how widespread is heterosexual partners holding hands in public in the country where you live?",Very rare,107.0,0.11
734,Denmark,b1_f,"In your opinion, how widespread is heterosexual partners holding hands in public in the country where you live?",Don`t know,28.0,0.03
735,Estonia,b1_f,"In your opinion, how widespread is heterosexual partners holding hands in public in the country where you live?",Very widespread,245.0,0.26
736,Estonia,b1_f,"In your opinion, how widespread is heterosexual partners holding hands in public in the country where you live?",Fairly widespread,91.0,0.1
737,Estonia,b1_f,"In your opinion, how widespread is heterosexual partners holding hands in public in the country where you live?",Fairly rare,24.0,0.03
738,Estonia,b1_f,"In your opinion, how widespread is heterosexual partners holding hands in public in the country where you live?",Very rare,9.0,0.01
739,Estonia,b1_f,"In your opinion, how widespread is heterosexual partners holding hands in public in the country where you live?",Don`t know,5.0,0.01
740,Greece,b1_f,"In your opinion, how widespread is heterosexual partners holding hands in public in the country where you live?",Very widespread,2227.0,2.39
741,Greece,b1_f,"In your opinion, how widespread is heterosexual partners holding hands in public in the country where you live?",Fairly widespread,380.0,0.41
742,Greece,b1_f,"In your opinion, how widespread is heterosexual partners holding hands in public in the country where you live?",Fairly rare,77.0,0.08
743,Greece,b1_f,"In your opinion, how widespread is heterosexual partners holding hands in public in the country where you live?",Very rare,60.0,0.06
744,Greece,b1_f,"In your opinion, how widespread is heterosexual partners holding hands in public in the country where you live?",Don`t know,22.0,0.02
745,Spain,b1_f,"In your opinion, how widespread is heterosexual partners holding hands in public in the country where you live?",Very widespread,5126.0,5.51
746,Spain,b1_f,"In your opinion, how widespread is heterosexual partners holding hands in public in the country where you live?",Fairly widespread,1005.0,1.08
747,Spain,b1_f,"In your opinion, how widespread is heterosexual partners holding hands in public in the country where you live?",Fairly rare,165.0,0.18
748,Spain,b1_f,"In your opinion, how widespread is heterosexual partners holding hands in public in the country where you live?",Very rare,72.0,0.08
749,Spain,b1_f,"In your opinion, how widespread is heterosexual partners holding hands in public in the country where you live?",Don`t know,4.0,0.0
750,Finland,b1_f,"In your opinion, how widespread is heterosexual partners holding hands in public in the country where you live?",Very widespread,2214.0,2.38
751,Finland,b1_f,"In your opinion, how widespread is heterosexual partners holding hands in public in the country where you live?",Fairly widespread,937.0,1.01
752,Finland,b1_f,"In your opinion, how widespread is heterosexual partners holding hands in public in the country where you live?",Fairly rare,229.0,0.25
753,Finland,b1_f,"In your opinion, how widespread is heterosexual partners holding hands in public in the country where you live?",Very rare,37.0,0.04
754,Finland,b1_f,"In your opinion, how widespread is heterosexual partners holding hands in public in the country where you live?",Don`t know,40.0,0.04
755,France,b1_f,"In your opinion, how widespread is heterosexual partners holding hands in public in the country where you live?",Very widespread,6252.0,6.72
756,France,b1_f,"In your opinion, how widespread is heterosexual partners holding hands in public in the country where you live?",Fairly widespread,1462.0,1.57
757,France,b1_f,"In your opinion, how widespread is heterosexual partners holding hands in public in the country where you live?",Fairly rare,251.0,0.27
758,France,b1_f,"In your opinion, how widespread is heterosexual partners holding hands in public in the country where you live?",Very rare,340.0,0.37
759,France,b1_f,"In your opinion, how widespread is heterosexual partners holding hands in public in the country where you live?",Don`t know,72.0,0.08
760,Croatia,b1_f,"In your opinion, how widespread is heterosexual partners holding hands in public in the country where you live?",Very widespread,939.0,1.01
761,Croatia,b1_f,"In your opinion, how widespread is heterosexual partners holding hands in public in the country where you live?",Fairly widespread,201.0,0.22
762,Croatia,b1_f,"In your opinion, how widespread is heterosexual partners holding hands in public in the country where you live?",Fairly rare,21.0,0.02
763,Croatia,b1_f,"In your opinion, how widespread is heterosexual partners holding hands in public in the country where you live?",Very rare,36.0,0.04
764,Croatia,b1_f,"In your opinion, how widespread is heterosexual partners holding hands in public in the country where you live?",Don`t know,2.0,0.0
765,Hungary,b1_f,"In your opinion, how widespread is heterosexual partners holding hands in public in the country where you live?",Very widespread,1800.0,1.93
766,Hungary,b1_f,"In your opinion, how widespread is heterosexual partners holding hands in public in the country where you live?",Fairly widespread,359.0,0.39
767,Hungary,b1_f,"In your opinion, how widespread is heterosexual partners holding hands in public in the country where you live?",Fairly rare,58.0,0.06
768,Hungary,b1_f,"In your opinion, how widespread is heterosexual partners holding hands in public in the country where you live?",Very rare,45.0,0.05
769,Hungary,b1_f,"In your opinion, how widespread is heterosexual partners holding hands in public in the country where you live?",Don`t know,4.0,0.0
770,Ireland,b1_f,"In your opinion, how widespread is heterosexual partners holding hands in public in the country where you live?",Very widespread,1126.0,1.21
771,Ireland,b1_f,"In your opinion, how widespread is heterosexual partners holding hands in public in the country where you live?",Fairly widespread,362.0,0.39
772,Ireland,b1_f,"In your opinion, how widespread is heterosexual partners holding hands in public in the country where you live?",Fairly rare,90.0,0.1
773,Ireland,b1_f,"In your opinion, how widespread is heterosexual partners holding hands in public in the country where you live?",Very rare,44.0,0.05
774,Ireland,b1_f,"In your opinion, how widespread is heterosexual partners holding hands in public in the country where you live?",Don`t know,10.0,0.01
775,Italy,b1_f,"In your opinion, how widespread is heterosexual partners holding hands in public in the country where you live?",Very widespread,10899.0,11.71
776,Italy,b1_f,"In your opinion, how widespread is heterosexual partners holding hands in public in the country where you live?",Fairly widespread,1831.0,1.97
777,Italy,b1_f,"In your opinion, how widespread is heterosexual partners holding hands in public in the country where you live?",Fairly rare,245.0,0.26
778,Italy,b1_f,"In your opinion, how widespread is heterosexual partners holding hands in public in the country where you live?",Very rare,262.0,0.28
779,Italy,b1_f,"In your opinion, how widespread is heterosexual partners holding hands in public in the country where you live?",Don`t know,10.0,0.01
780,Lithuania,b1_f,"In your opinion, how widespread is heterosexual partners holding hands in public in the country where you live?",Very widespread,573.0,0.62
781,Lithuania,b1_f,"In your opinion, how widespread is heterosexual partners holding hands in public in the country where you live?",Fairly widespread,174.0,0.19
782,Lithuania,b1_f,"In your opinion, how widespread is heterosexual partners holding hands in public in the country where you live?",Fairly rare,30.0,0.03
783,Lithuania,b1_f,"In your opinion, how widespread is heterosexual partners holding hands in public in the country where you live?",Very rare,37.0,0.04
784,Lithuania,b1_f,"In your opinion, how widespread is heterosexual partners holding hands in public in the country where you live?",Don`t know,6.0,0.01
785,Luxembourg,b1_f,"In your opinion, how widespread is heterosexual partners holding hands in public in the country where you live?",Very widespread,183.0,0.2
786,Luxembourg,b1_f,"In your opinion, how widespread is heterosexual partners holding hands in public in the country where you live?",Fairly widespread,81.0,0.09
787,Luxembourg,b1_f,"In your opinion, how widespread is heterosexual partners holding hands in public in the country where you live?",Fairly rare,21.0,0.02
788,Luxembourg,b1_f,"In your opinion, how widespread is heterosexual partners holding hands in public in the country where you live?",Very rare,14.0,0.02
789,Luxembourg,b1_f,"In your opinion, how widespread is heterosexual partners holding hands in public in the country where you live?",Don`t know,3.0,0.0
790,Latvia,b1_f,"In your opinion, how widespread is heterosexual partners holding hands in public in the country where you live?",Very widespread,360.0,0.39
791,Latvia,b1_f,"In your opinion, how widespread is heterosexual partners holding hands in public in the country where you live?",Fairly widespread,103.0,0.11
792,Latvia,b1_f,"In your opinion, how widespread is heterosexual partners holding hands in public in the country where you live?",Fairly rare,18.0,0.02
793,Latvia,b1_f,"In your opinion, how widespread is heterosexual partners holding hands in public in the country where you live?",Very rare,15.0,0.02
794,Latvia,b1_f,"In your opinion, how widespread is heterosexual partners holding hands in public in the country where you live?",Don`t know,3.0,0.0
795,Malta,b1_f,"In your opinion, how widespread is heterosexual partners holding hands in public in the country where you live?",Very widespread,269.0,0.29
