,CountryCode,question_code,question_label,answer,SUM(response),percent_all
7564,Estonia,c4_a,"During the last 12 months, have you personally felt discriminated against because of being L, G, B or T when looking for a job? *",Yes,40.0,0.04
7565,Estonia,c4_a,"During the last 12 months, have you personally felt discriminated against because of being L, G, B or T when looking for a job? *",No,273.0,0.29
7566,Estonia,c4_a,"During the last 12 months, have you personally felt discriminated against because of being L, G, B or T when looking for a job? *",Don`t know,16.0,0.02
7567,Greece,c4_a,"During the last 12 months, have you personally felt discriminated against because of being L, G, B or T when looking for a job? *",Yes,437.0,0.47
7568,Greece,c4_a,"During the last 12 months, have you personally felt discriminated against because of being L, G, B or T when looking for a job? *",No,2076.0,2.23
7569,Greece,c4_a,"During the last 12 months, have you personally felt discriminated against because of being L, G, B or T when looking for a job? *",Don`t know,243.0,0.26
7570,Spain,c4_a,"During the last 12 months, have you personally felt discriminated against because of being L, G, B or T when looking for a job? *",Yes,708.0,0.76
7571,Spain,c4_a,"During the last 12 months, have you personally felt discriminated against because of being L, G, B or T when looking for a job? *",No,5335.0,5.73
7572,Spain,c4_a,"During the last 12 months, have you personally felt discriminated against because of being L, G, B or T when looking for a job? *",Don`t know,356.0,0.38
7573,Finland,c4_a,"During the last 12 months, have you personally felt discriminated against because of being L, G, B or T when looking for a job? *",Yes,243.0,0.26
7574,Finland,c4_a,"During the last 12 months, have you personally felt discriminated against because of being L, G, B or T when looking for a job? *",No,2951.0,3.17
7575,Finland,c4_a,"During the last 12 months, have you personally felt discriminated against because of being L, G, B or T when looking for a job? *",Don`t know,241.0,0.26
7576,France,c4_a,"During the last 12 months, have you personally felt discriminated against because of being L, G, B or T when looking for a job? *",Yes,983.0,1.06
7577,France,c4_a,"During the last 12 months, have you personally felt discriminated against because of being L, G, B or T when looking for a job? *",No,6908.0,7.42
7578,France,c4_a,"During the last 12 months, have you personally felt discriminated against because of being L, G, B or T when looking for a job? *",Don`t know,431.0,0.46
7579,Croatia,c4_a,"During the last 12 months, have you personally felt discriminated against because of being L, G, B or T when looking for a job? *",Yes,177.0,0.19
7580,Croatia,c4_a,"During the last 12 months, have you personally felt discriminated against because of being L, G, B or T when looking for a job? *",No,892.0,0.96
7581,Croatia,c4_a,"During the last 12 months, have you personally felt discriminated against because of being L, G, B or T when looking for a job? *",Don`t know,137.0,0.15
7582,Hungary,c4_a,"During the last 12 months, have you personally felt discriminated against because of being L, G, B or T when looking for a job? *",Yes,345.0,0.37
7583,Hungary,c4_a,"During the last 12 months, have you personally felt discriminated against because of being L, G, B or T when looking for a job? *",No,1738.0,1.87
7584,Hungary,c4_a,"During the last 12 months, have you personally felt discriminated against because of being L, G, B or T when looking for a job? *",Don`t know,191.0,0.21
7585,Ireland,c4_a,"During the last 12 months, have you personally felt discriminated against because of being L, G, B or T when looking for a job? *",Yes,177.0,0.19
7586,Ireland,c4_a,"During the last 12 months, have you personally felt discriminated against because of being L, G, B or T when looking for a job? *",No,1361.0,1.46
7587,Ireland,c4_a,"During the last 12 months, have you personally felt discriminated against because of being L, G, B or T when looking for a job? *",Don`t know,83.0,0.09
7588,Italy,c4_a,"During the last 12 months, have you personally felt discriminated against because of being L, G, B or T when looking for a job? *",Yes,1644.0,1.77
7589,Italy,c4_a,"During the last 12 months, have you personally felt discriminated against because of being L, G, B or T when looking for a job? *",No,10748.0,11.55
7590,Italy,c4_a,"During the last 12 months, have you personally felt discriminated against because of being L, G, B or T when looking for a job? *",Don`t know,862.0,0.93
7591,Lithuania,c4_a,"During the last 12 months, have you personally felt discriminated against because of being L, G, B or T when looking for a job? *",Yes,137.0,0.15
7592,Lithuania,c4_a,"During the last 12 months, have you personally felt discriminated against because of being L, G, B or T when looking for a job? *",No,594.0,0.64
7593,Lithuania,c4_a,"During the last 12 months, have you personally felt discriminated against because of being L, G, B or T when looking for a job? *",Don`t know,88.0,0.09
7594,Luxembourg,c4_a,"During the last 12 months, have you personally felt discriminated against because of being L, G, B or T when looking for a job? *",Yes,34.0,0.04
7595,Luxembourg,c4_a,"During the last 12 months, have you personally felt discriminated against because of being L, G, B or T when looking for a job? *",No,138.0,0.15
7596,Luxembourg,c4_a,"During the last 12 months, have you personally felt discriminated against because of being L, G, B or T when looking for a job? *",Don`t know,15.0,0.02
7597,Latvia,c4_a,"During the last 12 months, have you personally felt discriminated against because of being L, G, B or T when looking for a job? *",Yes,65.0,0.07
7598,Latvia,c4_a,"During the last 12 months, have you personally felt discriminated against because of being L, G, B or T when looking for a job? *",No,343.0,0.37
7599,Latvia,c4_a,"During the last 12 months, have you personally felt discriminated against because of being L, G, B or T when looking for a job? *",Don`t know,27.0,0.03
7600,Malta,c4_a,"During the last 12 months, have you personally felt discriminated against because of being L, G, B or T when looking for a job? *",Yes,30.0,0.03
7601,Malta,c4_a,"During the last 12 months, have you personally felt discriminated against because of being L, G, B or T when looking for a job? *",No,277.0,0.3
7602,Malta,c4_a,"During the last 12 months, have you personally felt discriminated against because of being L, G, B or T when looking for a job? *",Don`t know,13.0,0.01
7603,Netherlands,c4_a,"During the last 12 months, have you personally felt discriminated against because of being L, G, B or T when looking for a job? *",Yes,411.0,0.44
7604,Netherlands,c4_a,"During the last 12 months, have you personally felt discriminated against because of being L, G, B or T when looking for a job? *",No,2651.0,2.85
7605,Netherlands,c4_a,"During the last 12 months, have you personally felt discriminated against because of being L, G, B or T when looking for a job? *",Don`t know,116.0,0.12
7606,Poland,c4_a,"During the last 12 months, have you personally felt discriminated against because of being L, G, B or T when looking for a job? *",Yes,311.0,0.33
7607,Poland,c4_a,"During the last 12 months, have you personally felt discriminated against because of being L, G, B or T when looking for a job? *",No,2203.0,2.37
7608,Poland,c4_a,"During the last 12 months, have you personally felt discriminated against because of being L, G, B or T when looking for a job? *",Don`t know,257.0,0.28
7609,Portugal,c4_a,"During the last 12 months, have you personally felt discriminated against because of being L, G, B or T when looking for a job? *",Yes,200.0,0.21
7610,Portugal,c4_a,"During the last 12 months, have you personally felt discriminated against because of being L, G, B or T when looking for a job? *",No,1765.0,1.9
7611,Portugal,c4_a,"During the last 12 months, have you personally felt discriminated against because of being L, G, B or T when looking for a job? *",Don`t know,160.0,0.17
7612,Romania,c4_a,"During the last 12 months, have you personally felt discriminated against because of being L, G, B or T when looking for a job? *",Yes,220.0,0.24
7613,Romania,c4_a,"During the last 12 months, have you personally felt discriminated against because of being L, G, B or T when looking for a job? *",No,899.0,0.97
7614,Romania,c4_a,"During the last 12 months, have you personally felt discriminated against because of being L, G, B or T when looking for a job? *",Don`t know,142.0,0.15
7615,Sweden,c4_a,"During the last 12 months, have you personally felt discriminated against because of being L, G, B or T when looking for a job? *",Yes,198.0,0.21
7616,Sweden,c4_a,"During the last 12 months, have you personally felt discriminated against because of being L, G, B or T when looking for a job? *",No,2141.0,2.3
7617,Sweden,c4_a,"During the last 12 months, have you personally felt discriminated against because of being L, G, B or T when looking for a job? *",Don`t know,117.0,0.13
7618,Slovenia,c4_a,"During the last 12 months, have you personally felt discriminated against because of being L, G, B or T when looking for a job? *",Yes,58.0,0.06
7619,Slovenia,c4_a,"During the last 12 months, have you personally felt discriminated against because of being L, G, B or T when looking for a job? *",No,477.0,0.51
7620,Slovenia,c4_a,"During the last 12 months, have you personally felt discriminated against because of being L, G, B or T when looking for a job? *",Don`t know,37.0,0.04
7621,Slovakia,c4_a,"During the last 12 months, have you personally felt discriminated against because of being L, G, B or T when looking for a job? *",Yes,140.0,0.15
7622,Slovakia,c4_a,"During the last 12 months, have you personally felt discriminated against because of being L, G, B or T when looking for a job? *",No,780.0,0.84
7623,Slovakia,c4_a,"During the last 12 months, have you personally felt discriminated against because of being L, G, B or T when looking for a job? *",Don`t know,79.0,0.08
7624,United_Kingdom,c4_a,"During the last 12 months, have you personally felt discriminated against because of being L, G, B or T when looking for a job? *",Yes,902.0,0.97
7625,United_Kingdom,c4_a,"During the last 12 months, have you personally felt discriminated against because of being L, G, B or T when looking for a job? *",No,5541.0,5.95
7626,United_Kingdom,c4_a,"During the last 12 months, have you personally felt discriminated against because of being L, G, B or T when looking for a job? *",Don`t know,317.0,0.34
7627,Austria,c4_b,"During the last 12 months, have you personally felt discriminated against because of being L, G, B or T at work?",Yes,511.0,0.55
7628,Austria,c4_b,"During the last 12 months, have you personally felt discriminated against because of being L, G, B or T at work?",No,1936.0,2.08
7629,Austria,c4_b,"During the last 12 months, have you personally felt discriminated against because of being L, G, B or T at work?",Don`t know,102.0,0.11
7630,Belgium,c4_b,"During the last 12 months, have you personally felt discriminated against because of being L, G, B or T at work?",Yes,432.0,0.46
7631,Belgium,c4_b,"During the last 12 months, have you personally felt discriminated against because of being L, G, B or T at work?",No,2359.0,2.53
7632,Belgium,c4_b,"During the last 12 months, have you personally felt discriminated against because of being L, G, B or T at work?",Don`t know,108.0,0.12
7633,Bulgaria,c4_b,"During the last 12 months, have you personally felt discriminated against because of being L, G, B or T at work?",Yes,232.0,0.25
7634,Bulgaria,c4_b,"During the last 12 months, have you personally felt discriminated against because of being L, G, B or T at work?",No,711.0,0.76
7635,Bulgaria,c4_b,"During the last 12 months, have you personally felt discriminated against because of being L, G, B or T at work?",Don`t know,93.0,0.1
7636,Cyprus,c4_b,"During the last 12 months, have you personally felt discriminated against because of being L, G, B or T at work?",Yes,64.0,0.07
7637,Cyprus,c4_b,"During the last 12 months, have you personally felt discriminated against because of being L, G, B or T at work?",No,127.0,0.14
7638,Cyprus,c4_b,"During the last 12 months, have you personally felt discriminated against because of being L, G, B or T at work?",Don`t know,16.0,0.02
7639,Czech_Republic,c4_b,"During the last 12 months, have you personally felt discriminated against because of being L, G, B or T at work?",Yes,317.0,0.34
7640,Czech_Republic,c4_b,"During the last 12 months, have you personally felt discriminated against because of being L, G, B or T at work?",No,2052.0,2.2
7641,Czech_Republic,c4_b,"During the last 12 months, have you personally felt discriminated against because of being L, G, B or T at work?",Don`t know,99.0,0.11
7642,Germany,c4_b,"During the last 12 months, have you personally felt discriminated against because of being L, G, B or T at work?",Yes,4144.0,4.45
7643,Germany,c4_b,"During the last 12 months, have you personally felt discriminated against because of being L, G, B or T at work?",No,15487.0,16.64
7644,Germany,c4_b,"During the last 12 months, have you personally felt discriminated against because of being L, G, B or T at work?",Don`t know,778.0,0.84
7645,Denmark,c4_b,"During the last 12 months, have you personally felt discriminated against because of being L, G, B or T at work?",Yes,199.0,0.21
7646,Denmark,c4_b,"During the last 12 months, have you personally felt discriminated against because of being L, G, B or T at work?",No,1471.0,1.58
7647,Denmark,c4_b,"During the last 12 months, have you personally felt discriminated against because of being L, G, B or T at work?",Don`t know,43.0,0.05
7648,Estonia,c4_b,"During the last 12 months, have you personally felt discriminated against because of being L, G, B or T at work?",Yes,81.0,0.09
7649,Estonia,c4_b,"During the last 12 months, have you personally felt discriminated against because of being L, G, B or T at work?",No,248.0,0.27
7650,Estonia,c4_b,"During the last 12 months, have you personally felt discriminated against because of being L, G, B or T at work?",Don`t know,26.0,0.03
7651,Greece,c4_b,"During the last 12 months, have you personally felt discriminated against because of being L, G, B or T at work?",Yes,523.0,0.56
7652,Greece,c4_b,"During the last 12 months, have you personally felt discriminated against because of being L, G, B or T at work?",No,2009.0,2.16
7653,Greece,c4_b,"During the last 12 months, have you personally felt discriminated against because of being L, G, B or T at work?",Don`t know,229.0,0.25
7654,Spain,c4_b,"During the last 12 months, have you personally felt discriminated against because of being L, G, B or T at work?",Yes,994.0,1.07
7655,Spain,c4_b,"During the last 12 months, have you personally felt discriminated against because of being L, G, B or T at work?",No,5104.0,5.48
7656,Spain,c4_b,"During the last 12 months, have you personally felt discriminated against because of being L, G, B or T at work?",Don`t know,290.0,0.31
7657,Finland,c4_b,"During the last 12 months, have you personally felt discriminated against because of being L, G, B or T at work?",Yes,492.0,0.53
7658,Finland,c4_b,"During the last 12 months, have you personally felt discriminated against because of being L, G, B or T at work?",No,2774.0,2.98
7659,Finland,c4_b,"During the last 12 months, have you personally felt discriminated against because of being L, G, B or T at work?",Don`t know,181.0,0.19
7660,France,c4_b,"During the last 12 months, have you personally felt discriminated against because of being L, G, B or T at work?",Yes,1670.0,1.79
7661,France,c4_b,"During the last 12 months, have you personally felt discriminated against because of being L, G, B or T at work?",No,6277.0,6.74
7662,France,c4_b,"During the last 12 months, have you personally felt discriminated against because of being L, G, B or T at work?",Don`t know,371.0,0.4
7663,Croatia,c4_b,"During the last 12 months, have you personally felt discriminated against because of being L, G, B or T at work?",Yes,278.0,0.3
7664,Croatia,c4_b,"During the last 12 months, have you personally felt discriminated against because of being L, G, B or T at work?",No,800.0,0.86
7665,Croatia,c4_b,"During the last 12 months, have you personally felt discriminated against because of being L, G, B or T at work?",Don`t know,118.0,0.13
7666,Hungary,c4_b,"During the last 12 months, have you personally felt discriminated against because of being L, G, B or T at work?",Yes,372.0,0.4
7667,Hungary,c4_b,"During the last 12 months, have you personally felt discriminated against because of being L, G, B or T at work?",No,1735.0,1.86
7668,Hungary,c4_b,"During the last 12 months, have you personally felt discriminated against because of being L, G, B or T at work?",Don`t know,157.0,0.17
7669,Ireland,c4_b,"During the last 12 months, have you personally felt discriminated against because of being L, G, B or T at work?",Yes,289.0,0.31
7670,Ireland,c4_b,"During the last 12 months, have you personally felt discriminated against because of being L, G, B or T at work?",No,1289.0,1.38
7671,Ireland,c4_b,"During the last 12 months, have you personally felt discriminated against because of being L, G, B or T at work?",Don`t know,48.0,0.05
7672,Italy,c4_b,"During the last 12 months, have you personally felt discriminated against because of being L, G, B or T at work?",Yes,2562.0,2.75
7673,Italy,c4_b,"During the last 12 months, have you personally felt discriminated against because of being L, G, B or T at work?",No,9890.0,10.63
7674,Italy,c4_b,"During the last 12 months, have you personally felt discriminated against because of being L, G, B or T at work?",Don`t know,798.0,0.86
7675,Lithuania,c4_b,"During the last 12 months, have you personally felt discriminated against because of being L, G, B or T at work?",Yes,214.0,0.23
7676,Lithuania,c4_b,"During the last 12 months, have you personally felt discriminated against because of being L, G, B or T at work?",No,537.0,0.58
7677,Lithuania,c4_b,"During the last 12 months, have you personally felt discriminated against because of being L, G, B or T at work?",Don`t know,70.0,0.08
7678,Luxembourg,c4_b,"During the last 12 months, have you personally felt discriminated against because of being L, G, B or T at work?",Yes,54.0,0.06
7679,Luxembourg,c4_b,"During the last 12 months, have you personally felt discriminated against because of being L, G, B or T at work?",No,225.0,0.24
7680,Luxembourg,c4_b,"During the last 12 months, have you personally felt discriminated against because of being L, G, B or T at work?",Don`t know,24.0,0.03
7681,Latvia,c4_b,"During the last 12 months, have you personally felt discriminated against because of being L, G, B or T at work?",Yes,123.0,0.13
7682,Latvia,c4_b,"During the last 12 months, have you personally felt discriminated against because of being L, G, B or T at work?",No,318.0,0.34
7683,Latvia,c4_b,"During the last 12 months, have you personally felt discriminated against because of being L, G, B or T at work?",Don`t know,37.0,0.04
7684,Malta,c4_b,"During the last 12 months, have you personally felt discriminated against because of being L, G, B or T at work?",Yes,68.0,0.07
7685,Malta,c4_b,"During the last 12 months, have you personally felt discriminated against because of being L, G, B or T at work?",No,250.0,0.27
7686,Malta,c4_b,"During the last 12 months, have you personally felt discriminated against because of being L, G, B or T at work?",Don`t know,4.0,0.0
7687,Netherlands,c4_b,"During the last 12 months, have you personally felt discriminated against because of being L, G, B or T at work?",Yes,388.0,0.42
7688,Netherlands,c4_b,"During the last 12 months, have you personally felt discriminated against because of being L, G, B or T at work?",No,2734.0,2.94
7689,Netherlands,c4_b,"During the last 12 months, have you personally felt discriminated against because of being L, G, B or T at work?",Don`t know,54.0,0.06
7690,Poland,c4_b,"During the last 12 months, have you personally felt discriminated against because of being L, G, B or T at work?",Yes,635.0,0.68
7691,Poland,c4_b,"During the last 12 months, have you personally felt discriminated against because of being L, G, B or T at work?",No,1950.0,2.09
7692,Poland,c4_b,"During the last 12 months, have you personally felt discriminated against because of being L, G, B or T at work?",Don`t know,203.0,0.22
7693,Portugal,c4_b,"During the last 12 months, have you personally felt discriminated against because of being L, G, B or T at work?",Yes,392.0,0.42
7694,Portugal,c4_b,"During the last 12 months, have you personally felt discriminated against because of being L, G, B or T at work?",No,1612.0,1.73
7695,Portugal,c4_b,"During the last 12 months, have you personally felt discriminated against because of being L, G, B or T at work?",Don`t know,134.0,0.14
7696,Romania,c4_b,"During the last 12 months, have you personally felt discriminated against because of being L, G, B or T at work?",Yes,269.0,0.29
7697,Romania,c4_b,"During the last 12 months, have you personally felt discriminated against because of being L, G, B or T at work?",No,861.0,0.93
7698,Romania,c4_b,"During the last 12 months, have you personally felt discriminated against because of being L, G, B or T at work?",Don`t know,137.0,0.15
7699,Sweden,c4_b,"During the last 12 months, have you personally felt discriminated against because of being L, G, B or T at work?",Yes,403.0,0.43
7700,Sweden,c4_b,"During the last 12 months, have you personally felt discriminated against because of being L, G, B or T at work?",No,1959.0,2.1
7701,Sweden,c4_b,"During the last 12 months, have you personally felt discriminated against because of being L, G, B or T at work?",Don`t know,93.0,0.1
7702,Slovenia,c4_b,"During the last 12 months, have you personally felt discriminated against because of being L, G, B or T at work?",Yes,90.0,0.1
7703,Slovenia,c4_b,"During the last 12 months, have you personally felt discriminated against because of being L, G, B or T at work?",No,508.0,0.55
7704,Slovenia,c4_b,"During the last 12 months, have you personally felt discriminated against because of being L, G, B or T at work?",Don`t know,37.0,0.04
7705,Slovakia,c4_b,"During the last 12 months, have you personally felt discriminated against because of being L, G, B or T at work?",Yes,185.0,0.2
7706,Slovakia,c4_b,"During the last 12 months, have you personally felt discriminated against because of being L, G, B or T at work?",No,764.0,0.82
7707,Slovakia,c4_b,"During the last 12 months, have you personally felt discriminated against because of being L, G, B or T at work?",Don`t know,50.0,0.05
7708,United_Kingdom,c4_b,"During the last 12 months, have you personally felt discriminated against because of being L, G, B or T at work?",Yes,1315.0,1.41
7709,United_Kingdom,c4_b,"During the last 12 months, have you personally felt discriminated against because of being L, G, B or T at work?",No,5279.0,5.67
7710,United_Kingdom,c4_b,"During the last 12 months, have you personally felt discriminated against because of being L, G, B or T at work?",Don`t know,164.0,0.18
7711,Austria,c4_c,"During the last 12 months, have you personally felt discriminated against because of being L, G, B or T when looking for a house or apartment to rent or buy?",Yes,304.0,0.33
7712,Austria,c4_c,"During the last 12 months, have you personally felt discriminated against because of being L, G, B or T when looking for a house or apartment to rent or buy?",No,2147.0,2.31
7713,Austria,c4_c,"During the last 12 months, have you personally felt discriminated against because of being L, G, B or T when looking for a house or apartment to rent or buy?",Don`t know,96.0,0.1
7714,Belgium,c4_c,"During the last 12 months, have you personally felt discriminated against because of being L, G, B or T when looking for a house or apartment to rent or buy?",Yes,272.0,0.29
7715,Belgium,c4_c,"During the last 12 months, have you personally felt discriminated against because of being L, G, B or T when looking for a house or apartment to rent or buy?",No,2513.0,2.7
7716,Belgium,c4_c,"During the last 12 months, have you personally felt discriminated against because of being L, G, B or T when looking for a house or apartment to rent or buy?",Don`t know,120.0,0.13
7717,Bulgaria,c4_c,"During the last 12 months, have you personally felt discriminated against because of being L, G, B or T when looking for a house or apartment to rent or buy?",Yes,110.0,0.12
7718,Bulgaria,c4_c,"During the last 12 months, have you personally felt discriminated against because of being L, G, B or T when looking for a house or apartment to rent or buy?",No,841.0,0.9
7719,Bulgaria,c4_c,"During the last 12 months, have you personally felt discriminated against because of being L, G, B or T when looking for a house or apartment to rent or buy?",Don`t know,83.0,0.09
7720,Cyprus,c4_c,"During the last 12 months, have you personally felt discriminated against because of being L, G, B or T when looking for a house or apartment to rent or buy?",Yes,15.0,0.02
7721,Cyprus,c4_c,"During the last 12 months, have you personally felt discriminated against because of being L, G, B or T when looking for a house or apartment to rent or buy?",No,131.0,0.14
7722,Cyprus,c4_c,"During the last 12 months, have you personally felt discriminated against because of being L, G, B or T when looking for a house or apartment to rent or buy?",Don`t know,18.0,0.02
7723,Czech_Republic,c4_c,"During the last 12 months, have you personally felt discriminated against because of being L, G, B or T when looking for a house or apartment to rent or buy?",Yes,224.0,0.24
7724,Czech_Republic,c4_c,"During the last 12 months, have you personally felt discriminated against because of being L, G, B or T when looking for a house or apartment to rent or buy?",No,2150.0,2.31
7725,Czech_Republic,c4_c,"During the last 12 months, have you personally felt discriminated against because of being L, G, B or T when looking for a house or apartment to rent or buy?",Don`t know,96.0,0.1
7726,Germany,c4_c,"During the last 12 months, have you personally felt discriminated against because of being L, G, B or T when looking for a house or apartment to rent or buy?",Yes,3161.0,3.4
7727,Germany,c4_c,"During the last 12 months, have you personally felt discriminated against because of being L, G, B or T when looking for a house or apartment to rent or buy?",No,16503.0,17.73
7728,Germany,c4_c,"During the last 12 months, have you personally felt discriminated against because of being L, G, B or T when looking for a house or apartment to rent or buy?",Don`t know,607.0,0.65
7729,Denmark,c4_c,"During the last 12 months, have you personally felt discriminated against because of being L, G, B or T when looking for a house or apartment to rent or buy?",Yes,87.0,0.09
7730,Denmark,c4_c,"During the last 12 months, have you personally felt discriminated against because of being L, G, B or T when looking for a house or apartment to rent or buy?",No,1580.0,1.7
7731,Denmark,c4_c,"During the last 12 months, have you personally felt discriminated against because of being L, G, B or T when looking for a house or apartment to rent or buy?",Don`t know,46.0,0.05
7732,Estonia,c4_c,"During the last 12 months, have you personally felt discriminated against because of being L, G, B or T when looking for a house or apartment to rent or buy?",Yes,30.0,0.03
7733,Estonia,c4_c,"During the last 12 months, have you personally felt discriminated against because of being L, G, B or T when looking for a house or apartment to rent or buy?",No,287.0,0.31
7734,Estonia,c4_c,"During the last 12 months, have you personally felt discriminated against because of being L, G, B or T when looking for a house or apartment to rent or buy?",Don`t know,15.0,0.02
7735,Greece,c4_c,"During the last 12 months, have you personally felt discriminated against because of being L, G, B or T when looking for a house or apartment to rent or buy?",Yes,321.0,0.34
7736,Greece,c4_c,"During the last 12 months, have you personally felt discriminated against because of being L, G, B or T when looking for a house or apartment to rent or buy?",No,2232.0,2.4
7737,Greece,c4_c,"During the last 12 months, have you personally felt discriminated against because of being L, G, B or T when looking for a house or apartment to rent or buy?",Don`t know,214.0,0.23
7738,Spain,c4_c,"During the last 12 months, have you personally felt discriminated against because of being L, G, B or T when looking for a house or apartment to rent or buy?",Yes,616.0,0.66
7739,Spain,c4_c,"During the last 12 months, have you personally felt discriminated against because of being L, G, B or T when looking for a house or apartment to rent or buy?",No,5560.0,5.97
7740,Spain,c4_c,"During the last 12 months, have you personally felt discriminated against because of being L, G, B or T when looking for a house or apartment to rent or buy?",Don`t know,259.0,0.28
7741,Finland,c4_c,"During the last 12 months, have you personally felt discriminated against because of being L, G, B or T when looking for a house or apartment to rent or buy?",Yes,303.0,0.33
7742,Finland,c4_c,"During the last 12 months, have you personally felt discriminated against because of being L, G, B or T when looking for a house or apartment to rent or buy?",No,2999.0,3.22
7743,Finland,c4_c,"During the last 12 months, have you personally felt discriminated against because of being L, G, B or T when looking for a house or apartment to rent or buy?",Don`t know,138.0,0.15
7744,France,c4_c,"During the last 12 months, have you personally felt discriminated against because of being L, G, B or T when looking for a house or apartment to rent or buy?",Yes,1095.0,1.18
7745,France,c4_c,"During the last 12 months, have you personally felt discriminated against because of being L, G, B or T when looking for a house or apartment to rent or buy?",No,6920.0,7.43
7746,France,c4_c,"During the last 12 months, have you personally felt discriminated against because of being L, G, B or T when looking for a house or apartment to rent or buy?",Don`t know,364.0,0.39
7747,Croatia,c4_c,"During the last 12 months, have you personally felt discriminated against because of being L, G, B or T when looking for a house or apartment to rent or buy?",Yes,218.0,0.23
7748,Croatia,c4_c,"During the last 12 months, have you personally felt discriminated against because of being L, G, B or T when looking for a house or apartment to rent or buy?",No,893.0,0.96
7749,Croatia,c4_c,"During the last 12 months, have you personally felt discriminated against because of being L, G, B or T when looking for a house or apartment to rent or buy?",Don`t know,87.0,0.09
7750,Hungary,c4_c,"During the last 12 months, have you personally felt discriminated against because of being L, G, B or T when looking for a house or apartment to rent or buy?",Yes,177.0,0.19
7751,Hungary,c4_c,"During the last 12 months, have you personally felt discriminated against because of being L, G, B or T when looking for a house or apartment to rent or buy?",No,1938.0,2.08
7752,Hungary,c4_c,"During the last 12 months, have you personally felt discriminated against because of being L, G, B or T when looking for a house or apartment to rent or buy?",Don`t know,154.0,0.17
7753,Ireland,c4_c,"During the last 12 months, have you personally felt discriminated against because of being L, G, B or T when looking for a house or apartment to rent or buy?",Yes,185.0,0.2
7754,Ireland,c4_c,"During the last 12 months, have you personally felt discriminated against because of being L, G, B or T when looking for a house or apartment to rent or buy?",No,1403.0,1.51
7755,Ireland,c4_c,"During the last 12 months, have you personally felt discriminated against because of being L, G, B or T when looking for a house or apartment to rent or buy?",Don`t know,39.0,0.04
7756,Italy,c4_c,"During the last 12 months, have you personally felt discriminated against because of being L, G, B or T when looking for a house or apartment to rent or buy?",Yes,1783.0,1.92
7757,Italy,c4_c,"During the last 12 months, have you personally felt discriminated against because of being L, G, B or T when looking for a house or apartment to rent or buy?",No,10679.0,11.47
7758,Italy,c4_c,"During the last 12 months, have you personally felt discriminated against because of being L, G, B or T when looking for a house or apartment to rent or buy?",Don`t know,792.0,0.85
