,CountryCode,question_code,question_label,answer,SUM(response),percent_all
1315,Spain,b2_a,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Anti-discrimination policies referring to sexual orientation at the workplace?",Agree,1748.0,1.88
1316,Spain,b2_a,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Anti-discrimination policies referring to sexual orientation at the workplace?",Disagree,182.0,0.2
1317,Spain,b2_a,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Anti-discrimination policies referring to sexual orientation at the workplace?",Strongly disagree,118.0,0.13
1318,Spain,b2_a,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Anti-discrimination policies referring to sexual orientation at the workplace?",Current situation is fine,725.0,0.78
1319,Spain,b2_a,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Anti-discrimination policies referring to sexual orientation at the workplace?",Don`t know,182.0,0.2
1320,Finland,b2_a,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Anti-discrimination policies referring to sexual orientation at the workplace?",Strongly agree,921.0,0.99
1321,Finland,b2_a,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Anti-discrimination policies referring to sexual orientation at the workplace?",Agree,1148.0,1.23
1322,Finland,b2_a,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Anti-discrimination policies referring to sexual orientation at the workplace?",Disagree,107.0,0.11
1323,Finland,b2_a,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Anti-discrimination policies referring to sexual orientation at the workplace?",Strongly disagree,26.0,0.03
1324,Finland,b2_a,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Anti-discrimination policies referring to sexual orientation at the workplace?",Current situation is fine,441.0,0.47
1325,Finland,b2_a,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Anti-discrimination policies referring to sexual orientation at the workplace?",Don`t know,314.0,0.34
1326,France,b2_a,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Anti-discrimination policies referring to sexual orientation at the workplace?",Strongly agree,3591.0,3.86
1327,France,b2_a,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Anti-discrimination policies referring to sexual orientation at the workplace?",Agree,2646.0,2.84
1328,France,b2_a,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Anti-discrimination policies referring to sexual orientation at the workplace?",Disagree,384.0,0.41
1329,France,b2_a,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Anti-discrimination policies referring to sexual orientation at the workplace?",Strongly disagree,151.0,0.16
1330,France,b2_a,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Anti-discrimination policies referring to sexual orientation at the workplace?",Current situation is fine,899.0,0.97
1331,France,b2_a,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Anti-discrimination policies referring to sexual orientation at the workplace?",Don`t know,345.0,0.37
1332,Croatia,b2_a,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Anti-discrimination policies referring to sexual orientation at the workplace?",Strongly agree,614.0,0.66
1333,Croatia,b2_a,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Anti-discrimination policies referring to sexual orientation at the workplace?",Agree,335.0,0.36
1334,Croatia,b2_a,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Anti-discrimination policies referring to sexual orientation at the workplace?",Disagree,40.0,0.04
1335,Croatia,b2_a,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Anti-discrimination policies referring to sexual orientation at the workplace?",Strongly disagree,11.0,0.01
1336,Croatia,b2_a,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Anti-discrimination policies referring to sexual orientation at the workplace?",Current situation is fine,49.0,0.05
1337,Croatia,b2_a,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Anti-discrimination policies referring to sexual orientation at the workplace?",Don`t know,46.0,0.05
1338,Hungary,b2_a,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Anti-discrimination policies referring to sexual orientation at the workplace?",Strongly agree,1046.0,1.12
1339,Hungary,b2_a,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Anti-discrimination policies referring to sexual orientation at the workplace?",Agree,625.0,0.67
1340,Hungary,b2_a,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Anti-discrimination policies referring to sexual orientation at the workplace?",Disagree,123.0,0.13
1341,Hungary,b2_a,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Anti-discrimination policies referring to sexual orientation at the workplace?",Strongly disagree,75.0,0.08
1342,Hungary,b2_a,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Anti-discrimination policies referring to sexual orientation at the workplace?",Current situation is fine,158.0,0.17
1343,Hungary,b2_a,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Anti-discrimination policies referring to sexual orientation at the workplace?",Don`t know,108.0,0.12
1344,Ireland,b2_a,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Anti-discrimination policies referring to sexual orientation at the workplace?",Strongly agree,595.0,0.64
1345,Ireland,b2_a,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Anti-discrimination policies referring to sexual orientation at the workplace?",Agree,409.0,0.44
1346,Ireland,b2_a,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Anti-discrimination policies referring to sexual orientation at the workplace?",Disagree,36.0,0.04
1347,Ireland,b2_a,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Anti-discrimination policies referring to sexual orientation at the workplace?",Strongly disagree,22.0,0.02
1348,Ireland,b2_a,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Anti-discrimination policies referring to sexual orientation at the workplace?",Current situation is fine,391.0,0.42
1349,Ireland,b2_a,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Anti-discrimination policies referring to sexual orientation at the workplace?",Don`t know,33.0,0.04
1350,Italy,b2_a,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Anti-discrimination policies referring to sexual orientation at the workplace?",Strongly agree,7883.0,8.47
1351,Italy,b2_a,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Anti-discrimination policies referring to sexual orientation at the workplace?",Agree,3706.0,3.98
1352,Italy,b2_a,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Anti-discrimination policies referring to sexual orientation at the workplace?",Disagree,252.0,0.27
1353,Italy,b2_a,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Anti-discrimination policies referring to sexual orientation at the workplace?",Strongly disagree,127.0,0.14
1354,Italy,b2_a,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Anti-discrimination policies referring to sexual orientation at the workplace?",Current situation is fine,349.0,0.37
1355,Italy,b2_a,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Anti-discrimination policies referring to sexual orientation at the workplace?",Don`t know,258.0,0.28
1356,Lithuania,b2_a,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Anti-discrimination policies referring to sexual orientation at the workplace?",Strongly agree,342.0,0.37
1357,Lithuania,b2_a,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Anti-discrimination policies referring to sexual orientation at the workplace?",Agree,284.0,0.31
1358,Lithuania,b2_a,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Anti-discrimination policies referring to sexual orientation at the workplace?",Disagree,32.0,0.03
1359,Lithuania,b2_a,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Anti-discrimination policies referring to sexual orientation at the workplace?",Strongly disagree,18.0,0.02
1360,Lithuania,b2_a,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Anti-discrimination policies referring to sexual orientation at the workplace?",Current situation is fine,77.0,0.08
1361,Lithuania,b2_a,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Anti-discrimination policies referring to sexual orientation at the workplace?",Don`t know,29.0,0.03
1362,Luxembourg,b2_a,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Anti-discrimination policies referring to sexual orientation at the workplace?",Strongly agree,79.0,0.08
1363,Luxembourg,b2_a,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Anti-discrimination policies referring to sexual orientation at the workplace?",Agree,90.0,0.1
1364,Luxembourg,b2_a,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Anti-discrimination policies referring to sexual orientation at the workplace?",Disagree,17.0,0.02
1365,Luxembourg,b2_a,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Anti-discrimination policies referring to sexual orientation at the workplace?",Strongly disagree,5.0,0.01
1366,Luxembourg,b2_a,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Anti-discrimination policies referring to sexual orientation at the workplace?",Current situation is fine,63.0,0.07
1367,Luxembourg,b2_a,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Anti-discrimination policies referring to sexual orientation at the workplace?",Don`t know,11.0,0.01
1368,Latvia,b2_a,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Anti-discrimination policies referring to sexual orientation at the workplace?",Strongly agree,189.0,0.2
1369,Latvia,b2_a,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Anti-discrimination policies referring to sexual orientation at the workplace?",Agree,150.0,0.16
1370,Latvia,b2_a,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Anti-discrimination policies referring to sexual orientation at the workplace?",Disagree,14.0,0.02
1371,Latvia,b2_a,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Anti-discrimination policies referring to sexual orientation at the workplace?",Strongly disagree,10.0,0.01
1372,Latvia,b2_a,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Anti-discrimination policies referring to sexual orientation at the workplace?",Current situation is fine,70.0,0.08
1373,Latvia,b2_a,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Anti-discrimination policies referring to sexual orientation at the workplace?",Don`t know,22.0,0.02
1374,Malta,b2_a,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Anti-discrimination policies referring to sexual orientation at the workplace?",Strongly agree,194.0,0.21
1375,Malta,b2_a,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Anti-discrimination policies referring to sexual orientation at the workplace?",Agree,73.0,0.08
1376,Malta,b2_a,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Anti-discrimination policies referring to sexual orientation at the workplace?",Disagree,4.0,0.0
1377,Malta,b2_a,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Anti-discrimination policies referring to sexual orientation at the workplace?",Strongly disagree,5.0,0.01
1378,Malta,b2_a,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Anti-discrimination policies referring to sexual orientation at the workplace?",Current situation is fine,39.0,0.04
1379,Malta,b2_a,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Anti-discrimination policies referring to sexual orientation at the workplace?",Don`t know,5.0,0.01
1380,Netherlands,b2_a,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Anti-discrimination policies referring to sexual orientation at the workplace?",Strongly agree,653.0,0.7
1381,Netherlands,b2_a,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Anti-discrimination policies referring to sexual orientation at the workplace?",Agree,884.0,0.95
1382,Netherlands,b2_a,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Anti-discrimination policies referring to sexual orientation at the workplace?",Disagree,136.0,0.15
1383,Netherlands,b2_a,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Anti-discrimination policies referring to sexual orientation at the workplace?",Strongly disagree,30.0,0.03
1384,Netherlands,b2_a,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Anti-discrimination policies referring to sexual orientation at the workplace?",Current situation is fine,1059.0,1.14
1385,Netherlands,b2_a,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Anti-discrimination policies referring to sexual orientation at the workplace?",Don`t know,135.0,0.15
1386,Poland,b2_a,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Anti-discrimination policies referring to sexual orientation at the workplace?",Strongly agree,1366.0,1.47
1387,Poland,b2_a,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Anti-discrimination policies referring to sexual orientation at the workplace?",Agree,787.0,0.85
1388,Poland,b2_a,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Anti-discrimination policies referring to sexual orientation at the workplace?",Disagree,71.0,0.08
1389,Poland,b2_a,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Anti-discrimination policies referring to sexual orientation at the workplace?",Strongly disagree,32.0,0.03
1390,Poland,b2_a,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Anti-discrimination policies referring to sexual orientation at the workplace?",Current situation is fine,174.0,0.19
1391,Poland,b2_a,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Anti-discrimination policies referring to sexual orientation at the workplace?",Don`t know,109.0,0.12
1392,Portugal,b2_a,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Anti-discrimination policies referring to sexual orientation at the workplace?",Strongly agree,1152.0,1.24
1393,Portugal,b2_a,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Anti-discrimination policies referring to sexual orientation at the workplace?",Agree,574.0,0.62
1394,Portugal,b2_a,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Anti-discrimination policies referring to sexual orientation at the workplace?",Disagree,70.0,0.08
1395,Portugal,b2_a,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Anti-discrimination policies referring to sexual orientation at the workplace?",Strongly disagree,34.0,0.04
1396,Portugal,b2_a,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Anti-discrimination policies referring to sexual orientation at the workplace?",Current situation is fine,155.0,0.17
1397,Portugal,b2_a,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Anti-discrimination policies referring to sexual orientation at the workplace?",Don`t know,64.0,0.07
1398,Romania,b2_a,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Anti-discrimination policies referring to sexual orientation at the workplace?",Strongly agree,564.0,0.61
1399,Romania,b2_a,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Anti-discrimination policies referring to sexual orientation at the workplace?",Agree,339.0,0.36
1400,Romania,b2_a,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Anti-discrimination policies referring to sexual orientation at the workplace?",Disagree,51.0,0.05
1401,Romania,b2_a,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Anti-discrimination policies referring to sexual orientation at the workplace?",Strongly disagree,30.0,0.03
1402,Romania,b2_a,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Anti-discrimination policies referring to sexual orientation at the workplace?",Current situation is fine,75.0,0.08
1403,Romania,b2_a,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Anti-discrimination policies referring to sexual orientation at the workplace?",Don`t know,66.0,0.07
1404,Sweden,b2_a,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Anti-discrimination policies referring to sexual orientation at the workplace?",Strongly agree,593.0,0.64
1405,Sweden,b2_a,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Anti-discrimination policies referring to sexual orientation at the workplace?",Agree,609.0,0.65
1406,Sweden,b2_a,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Anti-discrimination policies referring to sexual orientation at the workplace?",Disagree,81.0,0.09
1407,Sweden,b2_a,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Anti-discrimination policies referring to sexual orientation at the workplace?",Strongly disagree,16.0,0.02
1408,Sweden,b2_a,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Anti-discrimination policies referring to sexual orientation at the workplace?",Current situation is fine,631.0,0.68
1409,Sweden,b2_a,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Anti-discrimination policies referring to sexual orientation at the workplace?",Don`t know,165.0,0.18
1410,Slovenia,b2_a,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Anti-discrimination policies referring to sexual orientation at the workplace?",Strongly agree,277.0,0.3
1411,Slovenia,b2_a,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Anti-discrimination policies referring to sexual orientation at the workplace?",Agree,224.0,0.24
1412,Slovenia,b2_a,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Anti-discrimination policies referring to sexual orientation at the workplace?",Disagree,20.0,0.02
1413,Slovenia,b2_a,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Anti-discrimination policies referring to sexual orientation at the workplace?",Strongly disagree,6.0,0.01
1414,Slovenia,b2_a,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Anti-discrimination policies referring to sexual orientation at the workplace?",Current situation is fine,55.0,0.06
